row_index	mode	before_n	after_n	dropped_n	dropped_hash	injected_n	injected_hash
1960	clean	6	6	0		0	
1961	clean	7	7	0		0	
1962	clean	2	2	0		0	
1963	clean	11	11	0		0	
1964	clean	9	9	0		0	
1965	clean	5	5	0		0	
1966	clean	6	6	0		0	
1967	clean	71	71	0		0	
1968	clean	5	5	0		0	
1969	clean	4	4	0		0	
1970	clean	10	10	0		0	
1971	clean	6	6	0		0	
1972	clean	52	52	0		0	
1973	clean	57	57	0		0	
1974	clean	10	10	0		0	
1975	clean	25	25	0		0	
1976	clean	13	13	0		0	
1977	clean	18	18	0		0	
1978	clean	13	13	0		0	
1979	clean	6	6	0		0	
1980	clean	39	39	0		0	
1981	clean	26	26	0		0	
1982	clean	10	10	0		0	
1983	clean	18	18	0		0	
1984	clean	16	16	0		0	
1985	clean	6	6	0		0	
1986	clean	14	14	0		0	
1987	clean	11	11	0		0	
1988	clean	6	6	0		0	
1989	clean	4	4	0		0	
1990	clean	7	7	0		0	
1991	clean	10	10	0		0	
1992	clean	5	5	0		0	
1993	clean	11	11	0		0	
1994	clean	7	7	0		0	
1995	clean	7	7	0		0	
1996	clean	4	4	0		0	
1997	clean	8	8	0		0	
1998	clean	33	33	0		0	
1999	clean	7	7	0		0	
2000	clean	9	9	0		0	
2001	clean	6	6	0		0	
2002	clean	7	7	0		0	
2003	clean	5	5	0		0	
2004	clean	80	80	0		0	
2005	clean	23	23	0		0	
2006	clean	22	22	0		0	
2007	clean	64	64	0		0	
2008	clean	94	94	0		0	
2009	clean	16	16	0		0	
2010	clean	14	14	0		0	
2011	clean	21	21	0		0	
2012	clean	20	20	0		0	
2013	clean	8	8	0		0	
2014	clean	3	3	0		0	
2015	clean	5	5	0		0	
2016	clean	8	8	0		0	
2017	clean	4	4	0		0	
2018	clean	5	5	0		0	
2019	clean	8	8	0		0	
2020	clean	66	66	0		0	
2021	clean	122	122	0		0	
2022	clean	36	36	0		0	
2023	clean	31	31	0		0	
2024	clean	54	54	0		0	
2025	clean	30	30	0		0	
2026	clean	37	37	0		0	
2027	clean	19	19	0		0	
2028	clean	33	33	0		0	
2029	clean	51	51	0		0	
2030	clean	41	41	0		0	
2031	clean	10	10	0		0	
2032	clean	17	17	0		0	
2033	clean	33	33	0		0	
2034	clean	17	17	0		0	
2035	clean	24	24	0		0	
2036	clean	21	21	0		0	
2037	clean	16	16	0		0	
2038	clean	25	25	0		0	
2039	clean	20	20	0		0	
2040	clean	12	12	0		0	
2041	clean	14	14	0		0	
2042	clean	15	15	0		0	
2043	clean	18	18	0		0	
2044	clean	13	13	0		0	
2045	clean	22	22	0		0	
2046	clean	15	15	0		0	
2047	clean	20	20	0		0	
2048	clean	14	14	0		0	
2049	clean	21	21	0		0	
2050	clean	6	6	0		0	
2051	clean	10	10	0		0	
2052	clean	12	12	0		0	
2053	clean	15	15	0		0	
2054	clean	9	9	0		0	
2055	clean	7	7	0		0	
2056	clean	17	17	0		0	
2057	clean	11	11	0		0	
2058	clean	14	14	0		0	
2059	clean	8	8	0		0	
2060	clean	13	13	0		0	
2061	clean	4	4	0		0	
2062	clean	11	11	0		0	
2063	clean	12	12	0		0	
2064	clean	16	16	0		0	
2065	clean	8	8	0		0	
2066	clean	27	27	0		0	
2067	clean	13	13	0		0	
2068	clean	9	9	0		0	
2069	clean	3	3	0		0	
2070	clean	34	34	0		0	
2071	clean	14	14	0		0	
2072	clean	4	4	0		0	
2073	clean	12	12	0		0	
2074	clean	6	6	0		0	
2075	clean	7	7	0		0	
2076	clean	9	9	0		0	
2077	clean	6	6	0		0	
2078	clean	5	5	0		0	
2079	clean	8	8	0		0	
2080	clean	12	12	0		0	
2081	clean	3	3	0		0	
2082	clean	9	9	0		0	
2083	clean	7	7	0		0	
2084	clean	6	6	0		0	
2085	clean	4	4	0		0	
2086	clean	9	9	0		0	
2087	clean	8	8	0		0	
2088	clean	9	9	0		0	
2089	clean	3	3	0		0	
2090	clean	5	5	0		0	
2091	clean	2	2	0		0	
2092	clean	10	10	0		0	
2093	clean	6	6	0		0	
2094	clean	5	5	0		0	
2095	clean	6	6	0		0	
2096	clean	4	4	0		0	
2097	clean	10	10	0		0	
2098	clean	7	7	0		0	
2099	clean	6	6	0		0	
2100	clean	6	6	0		0	
2101	clean	3	3	0		0	
2102	clean	6	6	0		0	
2103	clean	6	6	0		0	
2104	clean	7	7	0		0	
2105	clean	3	3	0		0	
2106	clean	6	6	0		0	
2107	clean	2	2	0		0	
2108	clean	6	6	0		0	
2109	clean	4	4	0		0	
2110	clean	4	4	0		0	
2111	clean	23	23	0		0	
2112	clean	22	22	0		0	
2113	clean	24	24	0		0	
2114	clean	25	25	0		0	
2115	clean	50	50	0		0	
2116	clean	2	2	0		0	
2117	clean	14	14	0		0	
2118	clean	21	21	0		0	
2119	clean	30	30	0		0	
2120	clean	14	14	0		0	
2121	clean	34	34	0		0	
2122	clean	22	22	0		0	
2123	clean	7	7	0		0	
2124	clean	12	12	0		0	
2125	clean	6	6	0		0	
2126	clean	2	2	0		0	
2127	clean	15	15	0		0	
2128	clean	20	20	0		0	
2129	clean	4	4	0		0	
2130	clean	11	11	0		0	
2131	clean	3	3	0		0	
2132	clean	8	8	0		0	
2133	clean	2	2	0		0	
2134	clean	13	13	0		0	
2135	clean	4	4	0		0	
2136	clean	58	58	0		0	
2137	clean	62	62	0		0	
2138	clean	63	63	0		0	
2139	clean	31	31	0		0	
2140	clean	44	44	0		0	
2141	clean	14	14	0		0	
2142	clean	29	29	0		0	
2143	clean	23	23	0		0	
2144	clean	19	19	0		0	
2145	clean	15	15	0		0	
2146	clean	9	9	0		0	
2147	clean	7	7	0		0	
2148	clean	11	11	0		0	
2149	clean	7	7	0		0	
2150	clean	18	18	0		0	
2151	clean	4	4	0		0	
2152	clean	13	13	0		0	
2153	clean	9	9	0		0	
2154	clean	10	10	0		0	
2155	clean	12	12	0		0	
2156	clean	7	7	0		0	
2157	clean	5	5	0		0	
2158	clean	5	5	0		0	
2159	clean	8	8	0		0	
2160	clean	5	5	0		0	
2161	clean	4	4	0		0	
2162	clean	7	7	0		0	
2163	clean	6	6	0		0	
2164	clean	7	7	0		0	
2165	clean	6	6	0		0	
2166	clean	4	4	0		0	
2167	clean	5	5	0		0	
2168	clean	2	2	0		0	
2169	clean	10	10	0		0	
2170	clean	10	10	0		0	
2171	clean	74	74	0		0	
2172	clean	59	59	0		0	
2173	clean	57	57	0		0	
2174	clean	44	44	0		0	
2175	clean	75	75	0		0	
2176	clean	28	28	0		0	
2177	clean	62	62	0		0	
2178	clean	24	24	0		0	
2179	clean	22	22	0		0	
2180	clean	18	18	0		0	
2181	clean	12	12	0		0	
2182	clean	27	27	0		0	
2183	clean	17	17	0		0	
2184	clean	13	13	0		0	
2185	clean	15	15	0		0	
2186	clean	13	13	0		0	
2187	clean	17	17	0		0	
2188	clean	7	7	0		0	
2189	clean	12	12	0		0	
2190	clean	4	4	0		0	
2191	clean	9	9	0		0	
2192	clean	11	11	0		0	
2193	clean	9	9	0		0	
2194	clean	7	7	0		0	
2195	clean	4	4	0		0	
2196	clean	6	6	0		0	
2197	clean	12	12	0		0	
2198	clean	5	5	0		0	
2199	clean	8	8	0		0	
2200	clean	5	5	0		0	
2201	clean	5	5	0		0	
2202	clean	3	3	0		0	
2203	clean	4	4	0		0	
2204	clean	20	20	0		0	
2205	clean	14	14	0		0	
2206	clean	4	4	0		0	
2207	clean	8	8	0		0	
2208	clean	2	2	0		0	
2209	clean	8	8	0		0	
2210	clean	12	12	0		0	
2211	clean	25	25	0		0	
2212	clean	4	4	0		0	
2213	clean	12	12	0		0	
2214	clean	10	10	0		0	
2215	clean	4	4	0		0	
2216	clean	12	12	0		0	
2217	clean	3	3	0		0	
2218	clean	6	6	0		0	
2219	clean	11	11	0		0	
2220	clean	27	27	0		0	
2221	clean	13	13	0		0	
2222	clean	6	6	0		0	
2223	clean	19	19	0		0	
2224	clean	10	10	0		0	
2225	clean	46	46	0		0	
2226	clean	4	4	0		0	
2227	clean	8	8	0		0	
2228	clean	7	7	0		0	
2229	clean	39	39	0		0	
2230	clean	31	31	0		0	
2231	clean	26	26	0		0	
2232	clean	13	13	0		0	
2233	clean	5	5	0		0	
2234	clean	7	7	0		0	
2235	clean	3	3	0		0	
2236	clean	5	5	0		0	
2237	clean	4	4	0		0	
2238	clean	63	63	0		0	
2239	clean	5	5	0		0	
2240	clean	8	8	0		0	
2241	clean	5	5	0		0	
2242	clean	19	19	0		0	
2243	clean	64	64	0		0	
2244	clean	44	44	0		0	
2245	clean	35	35	0		0	
2246	clean	67	67	0		0	
2247	clean	44	44	0		0	
2248	clean	44	44	0		0	
2249	clean	64	64	0		0	
2250	clean	107	107	0		0	
2251	clean	31	31	0		0	
2252	clean	35	35	0		0	
2253	clean	43	43	0		0	
2254	clean	32	32	0		0	
2255	clean	26	26	0		0	
2256	clean	21	21	0		0	
2257	clean	20	20	0		0	
2258	clean	42	42	0		0	
2259	clean	53	53	0		0	
2260	clean	32	32	0		0	
2261	clean	23	23	0		0	
2262	clean	34	34	0		0	
2263	clean	34	34	0		0	
2264	clean	22	22	0		0	
2265	clean	7	7	0		0	
2266	clean	22	22	0		0	
2267	clean	26	26	0		0	
2268	clean	21	21	0		0	
2269	clean	21	21	0		0	
2270	clean	8	8	0		0	
2271	clean	17	17	0		0	
2272	clean	14	14	0		0	
2273	clean	14	14	0		0	
2274	clean	13	13	0		0	
2275	clean	18	18	0		0	
2276	clean	15	15	0		0	
2277	clean	10	10	0		0	
2278	clean	14	14	0		0	
2279	clean	11	11	0		0	
2280	clean	4	4	0		0	
2281	clean	7	7	0		0	
2282	clean	9	9	0		0	
2283	clean	14	14	0		0	
2284	clean	8	8	0		0	
2285	clean	15	15	0		0	
2286	clean	18	18	0		0	
2287	clean	7	7	0		0	
2288	clean	7	7	0		0	
2289	clean	12	12	0		0	
2290	clean	9	9	0		0	
2291	clean	20	20	0		0	
2292	clean	7	7	0		0	
2293	clean	6	6	0		0	
2294	clean	7	7	0		0	
2295	clean	7	7	0		0	
2296	clean	11	11	0		0	
2297	clean	7	7	0		0	
2298	clean	15	15	0		0	
2299	clean	6	6	0		0	
2300	clean	3	3	0		0	
2301	clean	10	10	0		0	
2302	clean	5	5	0		0	
2303	clean	10	10	0		0	
2304	clean	8	8	0		0	
2305	clean	6	6	0		0	
2306	clean	8	8	0		0	
2307	clean	8	8	0		0	
2308	clean	6	6	0		0	
2309	clean	6	6	0		0	
2310	clean	7	7	0		0	
2311	clean	5	5	0		0	
2312	clean	15	15	0		0	
2313	clean	4	4	0		0	
2314	clean	5	5	0		0	
2315	clean	7	7	0		0	
2316	clean	11	11	0		0	
2317	clean	10	10	0		0	
2318	clean	11	11	0		0	
2319	clean	10	10	0		0	
2320	clean	4	4	0		0	
2321	clean	6	6	0		0	
2322	clean	2	2	0		0	
2323	clean	5	5	0		0	
2324	clean	6	6	0		0	
2325	clean	4	4	0		0	
2326	clean	6	6	0		0	
2327	clean	3	3	0		0	
2328	clean	3	3	0		0	
2329	clean	5	5	0		0	
2330	clean	6	6	0		0	
2331	clean	6	6	0		0	
2332	clean	5	5	0		0	
2333	clean	5	5	0		0	
2334	clean	8	8	0		0	
2335	clean	7	7	0		0	
2336	clean	4	4	0		0	
2337	clean	50	50	0		0	
2338	clean	25	25	0		0	
2339	clean	14	14	0		0	
2340	clean	10	10	0		0	
2341	clean	17	17	0		0	
2342	clean	11	11	0		0	
2343	clean	5	5	0		0	
2344	clean	4	4	0		0	
2345	clean	8	8	0		0	
2346	clean	4	4	0		0	
2347	clean	7	7	0		0	
2348	clean	6	6	0		0	
2349	clean	3	3	0		0	
2350	clean	73	73	0		0	
2351	clean	71	71	0		0	
2352	clean	36	36	0		0	
2353	clean	50	50	0		0	
2354	clean	18	18	0		0	
2355	clean	13	13	0		0	
2356	clean	20	20	0		0	
2357	clean	19	19	0		0	
2358	clean	9	9	0		0	
2359	clean	6	6	0		0	
2360	clean	10	10	0		0	
2361	clean	7	7	0		0	
2362	clean	7	7	0		0	
2363	clean	5	5	0		0	
2364	clean	4	4	0		0	
2365	clean	7	7	0		0	
2366	clean	8	8	0		0	
2367	clean	5	5	0		0	
2368	clean	14	14	0		0	
2369	clean	13	13	0		0	
2370	clean	6	6	0		0	
2371	clean	9	9	0		0	
2372	clean	5	5	0		0	
2373	clean	3	3	0		0	
2374	clean	22	22	0		0	
2375	clean	69	69	0		0	
2376	clean	28	28	0		0	
2377	clean	28	28	0		0	
2378	clean	13	13	0		0	
2379	clean	3	3	0		0	
2380	clean	36	36	0		0	
2381	clean	33	33	0		0	
2382	clean	29	29	0		0	
2383	clean	9	9	0		0	
2384	clean	13	13	0		0	
2385	clean	13	13	0		0	
2386	clean	6	6	0		0	
2387	clean	13	13	0		0	
2388	clean	10	10	0		0	
2389	clean	4	4	0		0	
2390	clean	9	9	0		0	
2391	clean	5	5	0		0	
2392	clean	4	4	0		0	
2393	clean	25	25	0		0	
2394	clean	2	2	0		0	
2395	clean	17	17	0		0	
2396	clean	38	38	0		0	
2397	clean	10	10	0		0	
2398	clean	11	11	0		0	
2399	clean	3	3	0		0	
2400	clean	49	49	0		0	
2401	clean	43	43	0		0	
2402	clean	23	23	0		0	
2403	clean	24	24	0		0	
2404	clean	14	14	0		0	
2405	clean	3	3	0		0	
2406	clean	4	4	0		0	
2407	clean	55	55	0		0	
2408	clean	18	18	0		0	
2409	clean	6	6	0		0	
2410	clean	7	7	0		0	
2411	clean	28	28	0		0	
2412	clean	26	26	0		0	
2413	clean	88	88	0		0	
2414	clean	61	61	0		0	
2415	clean	45	45	0		0	
2416	clean	30	30	0		0	
2417	clean	29	29	0		0	
2418	clean	25	25	0		0	
2419	clean	22	22	0		0	
2420	clean	16	16	0		0	
2421	clean	28	28	0		0	
2422	clean	18	18	0		0	
2423	clean	20	20	0		0	
2424	clean	16	16	0		0	
2425	clean	4	4	0		0	
2426	clean	7	7	0		0	
2427	clean	7	7	0		0	
2428	clean	9	9	0		0	
2429	clean	8	8	0		0	
2430	clean	7	7	0		0	
2431	clean	5	5	0		0	
2432	clean	10	10	0		0	
2433	clean	4	4	0		0	
2434	clean	98	98	0		0	
2435	clean	35	35	0		0	
2436	clean	18	18	0		0	
2437	clean	15	15	0		0	
2438	clean	25	25	0		0	
2439	clean	30	30	0		0	
2440	clean	21	21	0		0	
2441	clean	13	13	0		0	
2442	clean	8	8	0		0	
2443	clean	13	13	0		0	
2444	clean	7	7	0		0	
2445	clean	8	8	0		0	
2446	clean	7	7	0		0	
2447	clean	9	9	0		0	
2448	clean	9	9	0		0	
2449	clean	7	7	0		0	
2450	clean	2	2	0		0	
2451	clean	4	4	0		0	
2452	clean	5	5	0		0	
2453	clean	4	4	0		0	
2454	clean	3	3	0		0	
2455	clean	5	5	0		0	
2456	clean	8	8	0		0	
2457	clean	46	46	0		0	
2458	clean	21	21	0		0	
2459	clean	12	12	0		0	
2460	clean	43	43	0		0	
2461	clean	61	61	0		0	
2462	clean	34	34	0		0	
2463	clean	28	28	0		0	
2464	clean	12	12	0		0	
2465	clean	26	26	0		0	
2466	clean	12	12	0		0	
2467	clean	7	7	0		0	
2468	clean	18	18	0		0	
2469	clean	9	9	0		0	
2470	clean	6	6	0		0	
2471	clean	5	5	0		0	
2472	clean	6	6	0		0	
2473	clean	6	6	0		0	
2474	clean	4	4	0		0	
2475	clean	7	7	0		0	
2476	clean	6	6	0		0	
2477	clean	3	3	0		0	
2478	clean	58	58	0		0	
2479	clean	9	9	0		0	
2480	clean	97	97	0		0	
2481	clean	15	15	0		0	
2482	clean	20	20	0		0	
2483	clean	6	6	0		0	
2484	clean	11	11	0		0	
2485	clean	4	4	0		0	
2486	clean	7	7	0		0	
2487	clean	16	16	0		0	
2488	clean	33	33	0		0	
2489	clean	28	28	0		0	
2490	clean	23	23	0		0	
2491	clean	7	7	0		0	
2492	clean	10	10	0		0	
2493	clean	6	6	0		0	
2494	clean	5	5	0		0	
2495	clean	3	3	0		0	
2496	clean	6	6	0		0	
2497	clean	6	6	0		0	
2498	clean	19	19	0		0	
2499	clean	3	3	0		0	
2500	clean	61	61	0		0	
2501	clean	26	26	0		0	
2502	clean	20	20	0		0	
2503	clean	14	14	0		0	
2504	clean	3	3	0		0	
2505	clean	3	3	0		0	
2506	clean	11	11	0		0	
2507	clean	3	3	0		0	
2508	clean	4	4	0		0	
2509	clean	5	5	0		0	
2510	clean	6	6	0		0	
2511	clean	8	8	0		0	
2512	clean	52	52	0		0	
2513	clean	26	26	0		0	
2514	clean	22	22	0		0	
2515	clean	23	23	0		0	
2516	clean	16	16	0		0	
2517	clean	15	15	0		0	
2518	clean	11	11	0		0	
2519	clean	9	9	0		0	
2520	clean	8	8	0		0	
2521	clean	4	4	0		0	
2522	clean	16	16	0		0	
2523	clean	5	5	0		0	
2524	clean	3	3	0		0	
2525	clean	4	4	0		0	
2526	clean	6	6	0		0	
2527	clean	43	43	0		0	
2528	clean	49	49	0		0	
2529	clean	42	42	0		0	
2530	clean	24	24	0		0	
2531	clean	16	16	0		0	
2532	clean	13	13	0		0	
2533	clean	12	12	0		0	
2534	clean	11	11	0		0	
2535	clean	22	22	0		0	
2536	clean	6	6	0		0	
2537	clean	14	14	0		0	
2538	clean	11	11	0		0	
2539	clean	12	12	0		0	
2540	clean	8	8	0		0	
2541	clean	8	8	0		0	
2542	clean	9	9	0		0	
2543	clean	2	2	0		0	
2544	clean	1	1	0		0	
2545	clean	3	3	0		0	
2546	clean	5	5	0		0	
2547	clean	8	8	0		0	
2548	clean	4	4	0		0	
2549	clean	3	3	0		0	
2550	clean	85	85	0		0	
2551	clean	46	46	0		0	
2552	clean	14	14	0		0	
2553	clean	16	16	0		0	
2554	clean	11	11	0		0	
2555	clean	24	24	0		0	
2556	clean	12	12	0		0	
2557	clean	13	13	0		0	
2558	clean	3	3	0		0	
2559	clean	3	3	0		0	
2560	clean	6	6	0		0	
2561	clean	56	56	0		0	
2562	clean	69	69	0		0	
2563	clean	125	125	0		0	
2564	clean	71	71	0		0	
2565	clean	66	66	0		0	
2566	clean	99	99	0		0	
2567	clean	70	70	0		0	
2568	clean	43	43	0		0	
2569	clean	33	33	0		0	
2570	clean	58	58	0		0	
2571	clean	42	42	0		0	
2572	clean	62	62	0		0	
2573	clean	49	49	0		0	
2574	clean	25	25	0		0	
2575	clean	90	90	0		0	
2576	clean	38	38	0		0	
2577	clean	48	48	0		0	
2578	clean	29	29	0		0	
2579	clean	24	24	0		0	
2580	clean	77	77	0		0	
2581	clean	37	37	0		0	
2582	clean	17	17	0		0	
2583	clean	31	31	0		0	
2584	clean	31	31	0		0	
2585	clean	34	34	0		0	
2586	clean	26	26	0		0	
2587	clean	34	34	0		0	
2588	clean	32	32	0		0	
2589	clean	18	18	0		0	
2590	clean	49	49	0		0	
2591	clean	27	27	0		0	
2592	clean	27	27	0		0	
2593	clean	26	26	0		0	
2594	clean	37	37	0		0	
2595	clean	38	38	0		0	
2596	clean	13	13	0		0	
2597	clean	9	9	0		0	
2598	clean	17	17	0		0	
2599	clean	13	13	0		0	
2600	clean	41	41	0		0	
2601	clean	42	42	0		0	
2602	clean	17	17	0		0	
2603	clean	13	13	0		0	
2604	clean	31	31	0		0	
2605	clean	15	15	0		0	
2606	clean	20	20	0		0	
2607	clean	13	13	0		0	
2608	clean	10	10	0		0	
2609	clean	19	19	0		0	
2610	clean	18	18	0		0	
2611	clean	28	28	0		0	
2612	clean	14	14	0		0	
2613	clean	24	24	0		0	
2614	clean	11	11	0		0	
2615	clean	15	15	0		0	
2616	clean	9	9	0		0	
2617	clean	18	18	0		0	
2618	clean	15	15	0		0	
2619	clean	13	13	0		0	
2620	clean	12	12	0		0	
2621	clean	9	9	0		0	
2622	clean	12	12	0		0	
2623	clean	20	20	0		0	
2624	clean	22	22	0		0	
2625	clean	17	17	0		0	
2626	clean	9	9	0		0	
2627	clean	15	15	0		0	
2628	clean	18	18	0		0	
2629	clean	23	23	0		0	
2630	clean	17	17	0		0	
2631	clean	11	11	0		0	
2632	clean	6	6	0		0	
2633	clean	14	14	0		0	
2634	clean	6	6	0		0	
2635	clean	9	9	0		0	
2636	clean	14	14	0		0	
2637	clean	10	10	0		0	
2638	clean	10	10	0		0	
2639	clean	16	16	0		0	
2640	clean	16	16	0		0	
2641	clean	23	23	0		0	
2642	clean	15	15	0		0	
2643	clean	9	9	0		0	
2644	clean	12	12	0		0	
2645	clean	7	7	0		0	
2646	clean	5	5	0		0	
2647	clean	17	17	0		0	
2648	clean	7	7	0		0	
2649	clean	6	6	0		0	
2650	clean	9	9	0		0	
2651	clean	8	8	0		0	
2652	clean	8	8	0		0	
2653	clean	10	10	0		0	
2654	clean	13	13	0		0	
2655	clean	4	4	0		0	
2656	clean	3	3	0		0	
2657	clean	9	9	0		0	
2658	clean	4	4	0		0	
2659	clean	9	9	0		0	
2660	clean	6	6	0		0	
2661	clean	8	8	0		0	
2662	clean	6	6	0		0	
2663	clean	4	4	0		0	
2664	clean	2	2	0		0	
2665	clean	10	10	0		0	
2666	clean	6	6	0		0	
2667	clean	6	6	0		0	
2668	clean	9	9	0		0	
2669	clean	4	4	0		0	
2670	clean	6	6	0		0	
2671	clean	1	1	0		0	
2672	clean	4	4	0		0	
2673	clean	9	9	0		0	
2674	clean	11	11	0		0	
2675	clean	6	6	0		0	
2676	clean	6	6	0		0	
2677	clean	5	5	0		0	
2678	clean	17	17	0		0	
2679	clean	11	11	0		0	
2680	clean	13	13	0		0	
2681	clean	6	6	0		0	
2682	clean	3	3	0		0	
2683	clean	9	9	0		0	
2684	clean	6	6	0		0	
2685	clean	8	8	0		0	
2686	clean	9	9	0		0	
2687	clean	6	6	0		0	
2688	clean	7	7	0		0	
2689	clean	6	6	0		0	
2690	clean	2	2	0		0	
2691	clean	8	8	0		0	
2692	clean	6	6	0		0	
2693	clean	3	3	0		0	
2694	clean	4	4	0		0	
2695	clean	8	8	0		0	
2696	clean	11	11	0		0	
2697	clean	7	7	0		0	
2698	clean	3	3	0		0	
2699	clean	3	3	0		0	
2700	clean	2	2	0		0	
2701	clean	9	9	0		0	
2702	clean	5	5	0		0	
2703	clean	4	4	0		0	
2704	clean	2	2	0		0	
2705	clean	5	5	0		0	
2706	clean	5	5	0		0	
2707	clean	7	7	0		0	
2708	clean	2	2	0		0	
2709	clean	5	5	0		0	
2710	clean	8	8	0		0	
2711	clean	14	14	0		0	
2712	clean	6	6	0		0	
2713	clean	7	7	0		0	
2714	clean	9	9	0		0	
2715	clean	2	2	0		0	
2716	clean	7	7	0		0	
2717	clean	13	13	0		0	
2718	clean	6	6	0		0	
2719	clean	12	12	0		0	
2720	clean	2	2	0		0	
2721	clean	13	13	0		0	
2722	clean	7	7	0		0	
2723	clean	8	8	0		0	
2724	clean	3	3	0		0	
2725	clean	11	11	0		0	
2726	clean	12	12	0		0	
2727	clean	6	6	0		0	
2728	clean	12	12	0		0	
2729	clean	3	3	0		0	
2730	clean	4	4	0		0	
2731	clean	7	7	0		0	
2732	clean	13	13	0		0	
2733	clean	23	23	0		0	
2734	clean	9	9	0		0	
2735	clean	8	8	0		0	
2736	clean	8	8	0		0	
2737	clean	2	2	0		0	
2738	clean	2	2	0		0	
2739	clean	9	9	0		0	
2740	clean	2	2	0		0	
2741	clean	3	3	0		0	
2742	clean	2	2	0		0	
2743	clean	10	10	0		0	
2744	clean	8	8	0		0	
2745	clean	2	2	0		0	
2746	clean	7	7	0		0	
2747	clean	4	4	0		0	
2748	clean	3	3	0		0	
2749	clean	10	10	0		0	
2750	clean	4	4	0		0	
2751	clean	5	5	0		0	
2752	clean	7	7	0		0	
2753	clean	11	11	0		0	
2754	clean	11	11	0		0	
2755	clean	12	12	0		0	
2756	clean	11	11	0		0	
2757	clean	6	6	0		0	
2758	clean	81	81	0		0	
2759	clean	16	16	0		0	
2760	clean	12	12	0		0	
2761	clean	7	7	0		0	
2762	clean	2	2	0		0	
2763	clean	5	5	0		0	
2764	clean	5	5	0		0	
2765	clean	7	7	0		0	
2766	clean	4	4	0		0	
2767	clean	5	5	0		0	
2768	clean	19	19	0		0	
2769	clean	48	48	0		0	
2770	clean	44	44	0		0	
2771	clean	33	33	0		0	
2772	clean	23	23	0		0	
2773	clean	13	13	0		0	
2774	clean	15	15	0		0	
2775	clean	9	9	0		0	
2776	clean	10	10	0		0	
2777	clean	4	4	0		0	
2778	clean	65	65	0		0	
2779	clean	6	6	0		0	
2780	clean	5	5	0		0	
2781	clean	94	94	0		0	
2782	clean	27	27	0		0	
2783	clean	25	25	0		0	
2784	clean	21	21	0		0	
2785	clean	10	10	0		0	
2786	clean	7	7	0		0	
2787	clean	7	7	0		0	
2788	clean	4	4	0		0	
2789	clean	5	5	0		0	
2790	clean	17	17	0		0	
2791	clean	21	21	0		0	
2792	clean	12	12	0		0	
2793	clean	10	10	0		0	
2794	clean	4	4	0		0	
2795	clean	26	26	0		0	
2796	clean	15	15	0		0	
2797	clean	13	13	0		0	
2798	clean	8	8	0		0	
2799	clean	6	6	0		0	
2800	clean	2	2	0		0	
2801	clean	5	5	0		0	
2802	clean	27	27	0		0	
2803	clean	5	5	0		0	
2804	clean	21	21	0		0	
2805	clean	14	14	0		0	
2806	clean	6	6	0		0	
2807	clean	18	18	0		0	
2808	clean	9	9	0		0	
2809	clean	18	18	0		0	
2810	clean	44	44	0		0	
2811	clean	29	29	0		0	
2812	clean	3	3	0		0	
2813	clean	6	6	0		0	
2814	clean	3	3	0		0	
2815	clean	58	58	0		0	
2816	clean	10	10	0		0	
2817	clean	7	7	0		0	
2818	clean	6	6	0		0	
2819	clean	3	3	0		0	
2820	clean	52	52	0		0	
2821	clean	22	22	0		0	
2822	clean	9	9	0		0	
2823	clean	16	16	0		0	
2824	clean	10	10	0		0	
2825	clean	12	12	0		0	
2826	clean	4	4	0		0	
2827	clean	3	3	0		0	
2828	clean	112	112	0		0	
2829	clean	18	18	0		0	
2830	clean	9	9	0		0	
2831	clean	10	10	0		0	
2832	clean	7	7	0		0	
2833	clean	5	5	0		0	
2834	clean	9	9	0		0	
2835	clean	7	7	0		0	
2836	clean	8	8	0		0	
2837	clean	17	17	0		0	
2838	clean	35	35	0		0	
2839	clean	26	26	0		0	
2840	clean	9	9	0		0	
2841	clean	8	8	0		0	
2842	clean	2	2	0		0	
2843	clean	10	10	0		0	
2844	clean	29	29	0		0	
2845	clean	8	8	0		0	
2846	clean	6	6	0		0	
2847	clean	6	6	0		0	
2848	clean	51	51	0		0	
2849	clean	40	40	0		0	
2850	clean	25	25	0		0	
2851	clean	18	18	0		0	
2852	clean	20	20	0		0	
2853	clean	10	10	0		0	
2854	clean	10	10	0		0	
2855	clean	2	2	0		0	
2856	clean	6	6	0		0	
2857	clean	9	9	0		0	
2858	clean	3	3	0		0	
2859	clean	6	6	0		0	
2860	clean	8	8	0		0	
2861	clean	58	58	0		0	
2862	clean	89	89	0		0	
2863	clean	63	63	0		0	
2864	clean	80	80	0		0	
2865	clean	73	73	0		0	
2866	clean	65	65	0		0	
2867	clean	48	48	0		0	
2868	clean	87	87	0		0	
2869	clean	105	105	0		0	
2870	clean	83	83	0		0	
2871	clean	57	57	0		0	
2872	clean	61	61	0		0	
2873	clean	51	51	0		0	
2874	clean	42	42	0		0	
2875	clean	27	27	0		0	
2876	clean	42	42	0		0	
2877	clean	51	51	0		0	
2878	clean	39	39	0		0	
2879	clean	70	70	0		0	
2880	clean	57	57	0		0	
2881	clean	53	53	0		0	
2882	clean	41	41	0		0	
2883	clean	30	30	0		0	
2884	clean	66	66	0		0	
2885	clean	60	60	0		0	
2886	clean	69	69	0		0	
2887	clean	26	26	0		0	
2888	clean	33	33	0		0	
2889	clean	30	30	0		0	
