row_index	mode	before_n	after_n	dropped_n	dropped_hash	injected_n	injected_hash
2890	clean	63	63	0		0	
2891	clean	32	32	0		0	
2892	clean	124	124	0		0	
2893	clean	40	40	0		0	
2894	clean	20	20	0		0	
2895	clean	85	85	0		0	
2896	clean	19	19	0		0	
2897	clean	18	18	0		0	
2898	clean	42	42	0		0	
2899	clean	21	21	0		0	
2900	clean	36	36	0		0	
2901	clean	20	20	0		0	
2902	clean	19	19	0		0	
2903	clean	46	46	0		0	
2904	clean	32	32	0		0	
2905	clean	39	39	0		0	
2906	clean	27	27	0		0	
2907	clean	23	23	0		0	
2908	clean	15	15	0		0	
2909	clean	21	21	0		0	
2910	clean	23	23	0		0	
2911	clean	32	32	0		0	
2912	clean	60	60	0		0	
2913	clean	41	41	0		0	
2914	clean	59	59	0		0	
2915	clean	39	39	0		0	
2916	clean	25	25	0		0	
2917	clean	42	42	0		0	
2918	clean	19	19	0		0	
2919	clean	20	20	0		0	
2920	clean	47	47	0		0	
2921	clean	20	20	0		0	
2922	clean	25	25	0		0	
2923	clean	43	43	0		0	
2924	clean	30	30	0		0	
2925	clean	39	39	0		0	
2926	clean	36	36	0		0	
2927	clean	25	25	0		0	
2928	clean	17	17	0		0	
2929	clean	36	36	0		0	
2930	clean	13	13	0		0	
2931	clean	23	23	0		0	
2932	clean	29	29	0		0	
2933	clean	13	13	0		0	
2934	clean	38	38	0		0	
2935	clean	25	25	0		0	
2936	clean	12	12	0		0	
2937	clean	19	19	0		0	
2938	clean	13	13	0		0	
2939	clean	12	12	0		0	
2940	clean	18	18	0		0	
2941	clean	15	15	0		0	
2942	clean	20	20	0		0	
2943	clean	32	32	0		0	
2944	clean	16	16	0		0	
2945	clean	13	13	0		0	
2946	clean	18	18	0		0	
2947	clean	8	8	0		0	
2948	clean	17	17	0		0	
2949	clean	8	8	0		0	
2950	clean	12	12	0		0	
2951	clean	36	36	0		0	
2952	clean	19	19	0		0	
2953	clean	17	17	0		0	
2954	clean	23	23	0		0	
2955	clean	33	33	0		0	
2956	clean	7	7	0		0	
2957	clean	22	22	0		0	
2958	clean	12	12	0		0	
2959	clean	21	21	0		0	
2960	clean	21	21	0		0	
2961	clean	15	15	0		0	
2962	clean	20	20	0		0	
2963	clean	26	26	0		0	
2964	clean	12	12	0		0	
2965	clean	20	20	0		0	
2966	clean	20	20	0		0	
2967	clean	15	15	0		0	
2968	clean	16	16	0		0	
2969	clean	5	5	0		0	
2970	clean	14	14	0		0	
2971	clean	12	12	0		0	
2972	clean	12	12	0		0	
2973	clean	28	28	0		0	
2974	clean	12	12	0		0	
2975	clean	9	9	0		0	
2976	clean	6	6	0		0	
2977	clean	9	9	0		0	
2978	clean	13	13	0		0	
2979	clean	26	26	0		0	
2980	clean	13	13	0		0	
2981	clean	12	12	0		0	
2982	clean	10	10	0		0	
2983	clean	4	4	0		0	
2984	clean	7	7	0		0	
2985	clean	12	12	0		0	
2986	clean	13	13	0		0	
2987	clean	31	31	0		0	
2988	clean	9	9	0		0	
2989	clean	12	12	0		0	
2990	clean	11	11	0		0	
2991	clean	6	6	0		0	
2992	clean	16	16	0		0	
2993	clean	19	19	0		0	
2994	clean	10	10	0		0	
2995	clean	4	4	0		0	
2996	clean	11	11	0		0	
2997	clean	16	16	0		0	
2998	clean	17	17	0		0	
2999	clean	14	14	0		0	
3000	clean	10	10	0		0	
3001	clean	17	17	0		0	
3002	clean	4	4	0		0	
3003	clean	9	9	0		0	
3004	clean	5	5	0		0	
3005	clean	17	17	0		0	
3006	clean	9	9	0		0	
3007	clean	8	8	0		0	
3008	clean	19	19	0		0	
3009	clean	9	9	0		0	
3010	clean	7	7	0		0	
3011	clean	7	7	0		0	
3012	clean	5	5	0		0	
3013	clean	16	16	0		0	
3014	clean	4	4	0		0	
3015	clean	20	20	0		0	
3016	clean	7	7	0		0	
3017	clean	5	5	0		0	
3018	clean	4	4	0		0	
3019	clean	12	12	0		0	
3020	clean	17	17	0		0	
3021	clean	16	16	0		0	
3022	clean	6	6	0		0	
3023	clean	9	9	0		0	
3024	clean	9	9	0		0	
3025	clean	9	9	0		0	
3026	clean	8	8	0		0	
3027	clean	6	6	0		0	
3028	clean	17	17	0		0	
3029	clean	10	10	0		0	
3030	clean	27	27	0		0	
3031	clean	5	5	0		0	
3032	clean	9	9	0		0	
3033	clean	6	6	0		0	
3034	clean	5	5	0		0	
3035	clean	8	8	0		0	
3036	clean	5	5	0		0	
3037	clean	13	13	0		0	
3038	clean	2	2	0		0	
3039	clean	8	8	0		0	
3040	clean	7	7	0		0	
3041	clean	11	11	0		0	
3042	clean	6	6	0		0	
3043	clean	28	28	0		0	
3044	clean	5	5	0		0	
3045	clean	10	10	0		0	
3046	clean	5	5	0		0	
3047	clean	3	3	0		0	
3048	clean	11	11	0		0	
3049	clean	6	6	0		0	
3050	clean	9	9	0		0	
3051	clean	2	2	0		0	
3052	clean	4	4	0		0	
3053	clean	5	5	0		0	
3054	clean	9	9	0		0	
3055	clean	10	10	0		0	
3056	clean	6	6	0		0	
3057	clean	12	12	0		0	
3058	clean	17	17	0		0	
3059	clean	5	5	0		0	
3060	clean	22	22	0		0	
3061	clean	6	6	0		0	
3062	clean	12	12	0		0	
3063	clean	9	9	0		0	
3064	clean	12	12	0		0	
3065	clean	9	9	0		0	
3066	clean	9	9	0		0	
3067	clean	9	9	0		0	
3068	clean	3	3	0		0	
3069	clean	4	4	0		0	
3070	clean	9	9	0		0	
3071	clean	6	6	0		0	
3072	clean	7	7	0		0	
3073	clean	11	11	0		0	
3074	clean	4	4	0		0	
3075	clean	7	7	0		0	
3076	clean	6	6	0		0	
3077	clean	3	3	0		0	
3078	clean	8	8	0		0	
3079	clean	9	9	0		0	
3080	clean	11	11	0		0	
3081	clean	5	5	0		0	
3082	clean	8	8	0		0	
3083	clean	14	14	0		0	
3084	clean	7	7	0		0	
3085	clean	4	4	0		0	
3086	clean	4	4	0		0	
3087	clean	2	2	0		0	
3088	clean	4	4	0		0	
3089	clean	15	15	0		0	
3090	clean	5	5	0		0	
3091	clean	7	7	0		0	
3092	clean	5	5	0		0	
3093	clean	5	5	0		0	
3094	clean	7	7	0		0	
3095	clean	8	8	0		0	
3096	clean	2	2	0		0	
3097	clean	4	4	0		0	
3098	clean	2	2	0		0	
3099	clean	5	5	0		0	
3100	clean	16	16	0		0	
3101	clean	6	6	0		0	
3102	clean	12	12	0		0	
3103	clean	15	15	0		0	
3104	clean	6	6	0		0	
3105	clean	3	3	0		0	
3106	clean	20	20	0		0	
3107	clean	8	8	0		0	
3108	clean	8	8	0		0	
3109	clean	6	6	0		0	
3110	clean	5	5	0		0	
3111	clean	6	6	0		0	
3112	clean	4	4	0		0	
3113	clean	3	3	0		0	
3114	clean	9	9	0		0	
3115	clean	3	3	0		0	
3116	clean	6	6	0		0	
3117	clean	3	3	0		0	
3118	clean	14	14	0		0	
3119	clean	9	9	0		0	
3120	clean	3	3	0		0	
3121	clean	14	14	0		0	
3122	clean	3	3	0		0	
3123	clean	14	14	0		0	
3124	clean	8	8	0		0	
3125	clean	3	3	0		0	
3126	clean	5	5	0		0	
3127	clean	3	3	0		0	
3128	clean	3	3	0		0	
3129	clean	2	2	0		0	
3130	clean	10	10	0		0	
3131	clean	9	9	0		0	
3132	clean	4	4	0		0	
3133	clean	4	4	0		0	
3134	clean	7	7	0		0	
3135	clean	2	2	0		0	
3136	clean	4	4	0		0	
3137	clean	6	6	0		0	
3138	clean	5	5	0		0	
3139	clean	11	11	0		0	
3140	clean	10	10	0		0	
3141	clean	3	3	0		0	
3142	clean	4	4	0		0	
3143	clean	6	6	0		0	
3144	clean	6	6	0		0	
3145	clean	16	16	0		0	
3146	clean	3	3	0		0	
3147	clean	6	6	0		0	
3148	clean	10	10	0		0	
3149	clean	6	6	0		0	
3150	clean	3	3	0		0	
3151	clean	9	9	0		0	
3152	clean	2	2	0		0	
3153	clean	3	3	0		0	
3154	clean	5	5	0		0	
3155	clean	7	7	0		0	
3156	clean	4	4	0		0	
3157	clean	2	2	0		0	
3158	clean	4	4	0		0	
3159	clean	7	7	0		0	
3160	clean	3	3	0		0	
3161	clean	3	3	0		0	
3162	clean	2	2	0		0	
3163	clean	6	6	0		0	
3164	clean	5	5	0		0	
3165	clean	2	2	0		0	
3166	clean	5	5	0		0	
3167	clean	13	13	0		0	
3168	clean	5	5	0		0	
3169	clean	8	8	0		0	
3170	clean	5	5	0		0	
3171	clean	4	4	0		0	
3172	clean	8	8	0		0	
3173	clean	9	9	0		0	
3174	clean	4	4	0		0	
3175	clean	4	4	0		0	
3176	clean	7	7	0		0	
3177	clean	4	4	0		0	
3178	clean	2	2	0		0	
3179	clean	5	5	0		0	
3180	clean	8	8	0		0	
3181	clean	6	6	0		0	
3182	clean	8	8	0		0	
3183	clean	3	3	0		0	
3184	clean	11	11	0		0	
3185	clean	4	4	0		0	
3186	clean	7	7	0		0	
3187	clean	4	4	0		0	
3188	clean	1	1	0		0	
3189	clean	6	6	0		0	
3190	clean	9	9	0		0	
3191	clean	2	2	0		0	
3192	clean	11	11	0		0	
3193	clean	4	4	0		0	
3194	clean	11	11	0		0	
3195	clean	3	3	0		0	
3196	clean	2	2	0		0	
3197	clean	6	6	0		0	
3198	clean	9	9	0		0	
3199	clean	3	3	0		0	
3200	clean	5	5	0		0	
3201	clean	3	3	0		0	
3202	clean	5	5	0		0	
3203	clean	1	1	0		0	
3204	clean	4	4	0		0	
3205	clean	9	9	0		0	
3206	clean	48	48	0		0	
3207	clean	106	106	0		0	
3208	clean	86	86	0		0	
3209	clean	100	100	0		0	
3210	clean	91	91	0		0	
3211	clean	63	63	0		0	
3212	clean	40	40	0		0	
3213	clean	28	28	0		0	
3214	clean	30	30	0		0	
3215	clean	23	23	0		0	
3216	clean	58	58	0		0	
3217	clean	50	50	0		0	
3218	clean	58	58	0		0	
3219	clean	46	46	0		0	
3220	clean	37	37	0		0	
3221	clean	65	65	0		0	
3222	clean	52	52	0		0	
3223	clean	26	26	0		0	
3224	clean	35	35	0		0	
3225	clean	17	17	0		0	
3226	clean	25	25	0		0	
3227	clean	26	26	0		0	
3228	clean	34	34	0		0	
3229	clean	42	42	0		0	
3230	clean	22	22	0		0	
3231	clean	23	23	0		0	
3232	clean	19	19	0		0	
3233	clean	12	12	0		0	
3234	clean	67	67	0		0	
3235	clean	21	21	0		0	
3236	clean	19	19	0		0	
3237	clean	19	19	0		0	
3238	clean	11	11	0		0	
3239	clean	15	15	0		0	
3240	clean	31	31	0		0	
3241	clean	34	34	0		0	
3242	clean	16	16	0		0	
3243	clean	13	13	0		0	
3244	clean	20	20	0		0	
3245	clean	24	24	0		0	
3246	clean	61	61	0		0	
3247	clean	13	13	0		0	
3248	clean	33	33	0		0	
3249	clean	6	6	0		0	
3250	clean	24	24	0		0	
3251	clean	22	22	0		0	
3252	clean	13	13	0		0	
3253	clean	11	11	0		0	
3254	clean	5	5	0		0	
3255	clean	12	12	0		0	
3256	clean	13	13	0		0	
3257	clean	6	6	0		0	
3258	clean	8	8	0		0	
3259	clean	18	18	0		0	
3260	clean	15	15	0		0	
3261	clean	20	20	0		0	
3262	clean	5	5	0		0	
3263	clean	28	28	0		0	
3264	clean	20	20	0		0	
3265	clean	14	14	0		0	
3266	clean	9	9	0		0	
3267	clean	9	9	0		0	
3268	clean	24	24	0		0	
3269	clean	13	13	0		0	
3270	clean	38	38	0		0	
3271	clean	19	19	0		0	
3272	clean	12	12	0		0	
3273	clean	16	16	0		0	
3274	clean	10	10	0		0	
3275	clean	12	12	0		0	
3276	clean	12	12	0		0	
3277	clean	14	14	0		0	
3278	clean	3	3	0		0	
3279	clean	6	6	0		0	
3280	clean	13	13	0		0	
3281	clean	15	15	0		0	
3282	clean	14	14	0		0	
3283	clean	2	2	0		0	
3284	clean	7	7	0		0	
3285	clean	12	12	0		0	
3286	clean	11	11	0		0	
3287	clean	11	11	0		0	
3288	clean	4	4	0		0	
3289	clean	24	24	0		0	
3290	clean	11	11	0		0	
3291	clean	15	15	0		0	
3292	clean	8	8	0		0	
3293	clean	13	13	0		0	
3294	clean	2	2	0		0	
3295	clean	3	3	0		0	
3296	clean	7	7	0		0	
3297	clean	15	15	0		0	
3298	clean	5	5	0		0	
3299	clean	4	4	0		0	
3300	clean	7	7	0		0	
3301	clean	6	6	0		0	
3302	clean	7	7	0		0	
3303	clean	8	8	0		0	
3304	clean	16	16	0		0	
3305	clean	7	7	0		0	
3306	clean	3	3	0		0	
3307	clean	4	4	0		0	
3308	clean	10	10	0		0	
3309	clean	13	13	0		0	
3310	clean	16	16	0		0	
3311	clean	4	4	0		0	
3312	clean	4	4	0		0	
3313	clean	3	3	0		0	
3314	clean	18	18	0		0	
3315	clean	1	1	0		0	
3316	clean	11	11	0		0	
3317	clean	5	5	0		0	
3318	clean	10	10	0		0	
3319	clean	3	3	0		0	
3320	clean	16	16	0		0	
3321	clean	1	1	0		0	
3322	clean	4	4	0		0	
3323	clean	5	5	0		0	
3324	clean	7	7	0		0	
3325	clean	4	4	0		0	
3326	clean	15	15	0		0	
3327	clean	12	12	0		0	
3328	clean	7	7	0		0	
3329	clean	7	7	0		0	
3330	clean	13	13	0		0	
3331	clean	14	14	0		0	
3332	clean	3	3	0		0	
3333	clean	7	7	0		0	
3334	clean	3	3	0		0	
3335	clean	18	18	0		0	
3336	clean	2	2	0		0	
3337	clean	9	9	0		0	
3338	clean	7	7	0		0	
3339	clean	4	4	0		0	
3340	clean	5	5	0		0	
3341	clean	2	2	0		0	
3342	clean	18	18	0		0	
3343	clean	11	11	0		0	
3344	clean	2	2	0		0	
3345	clean	7	7	0		0	
3346	clean	4	4	0		0	
3347	clean	4	4	0		0	
3348	clean	12	12	0		0	
3349	clean	16	16	0		0	
3350	clean	29	29	0		0	
3351	clean	13	13	0		0	
3352	clean	9	9	0		0	
3353	clean	4	4	0		0	
3354	clean	16	16	0		0	
3355	clean	2	2	0		0	
3356	clean	6	6	0		0	
3357	clean	16	16	0		0	
3358	clean	14	14	0		0	
3359	clean	6	6	0		0	
3360	clean	4	4	0		0	
3361	clean	4	4	0		0	
3362	clean	1	1	0		0	
3363	clean	7	7	0		0	
3364	clean	5	5	0		0	
3365	clean	4	4	0		0	
3366	clean	4	4	0		0	
3367	clean	7	7	0		0	
3368	clean	7	7	0		0	
3369	clean	3	3	0		0	
3370	clean	7	7	0		0	
3371	clean	12	12	0		0	
3372	clean	23	23	0		0	
3373	clean	11	11	0		0	
3374	clean	7	7	0		0	
3375	clean	5	5	0		0	
3376	clean	3	3	0		0	
3377	clean	1	1	0		0	
3378	clean	26	26	0		0	
3379	clean	6	6	0		0	
3380	clean	4	4	0		0	
3381	clean	5	5	0		0	
3382	clean	22	22	0		0	
3383	clean	14	14	0		0	
3384	clean	2	2	0		0	
3385	clean	1	1	0		0	
