gene	score
14190	18.7757259324302
34	17.5259137896187
19426	16.8801746168543
3429	16.6808084383445
3591	16.5413710480308
17258	16.3786992576585
3397	16.1888297659718
3573	16.1268047002317
3585	15.9786418476061
13175	15.9737476450281
3255	15.9407364681555
5142	15.9400364475884
14827	15.8913528773431
3044	15.8595032011025
8736	15.8579850599307
16970	15.8259324583032
10247	15.7807554974094
18625	15.6383358365599
12714	15.6377518885874
12211	15.5333852356766
8278	15.5117299813114
4408	15.398532261349
5580	15.3879930694185
11221	15.3623777213884
4847	15.3173032486429
6152	15.3094416887378
3431	15.2929367929624
1939	15.1244771217424
17144	15.1028576689909
9051	15.0890367201102
3686	15.0417326738012
613	15.0151385411433
6088	14.9956997216558
16041	14.9584358217132
6761	14.9456459386652
16991	14.9236057526235
17123	14.8575436281588
10779	14.7967259622475
6851	14.7804634809124
7124	14.7319834089493
20073	14.7295411619409
14226	14.7141993542118
16761	14.7104110213443
2159	14.7074230055301
13726	14.676239184874
10689	14.6449225138382
10780	14.5782433568797
5313	14.548261299738
9411	14.5295582131779
2791	14.4918786901414
8353	14.4898857101986
6185	14.4759107366048
12719	14.472063328126
19423	14.4210622151917
13591	14.4075172102941
11363	14.3893510924
11277	14.3778651379275
10696	14.3602830727597
1970	14.3434357111617
745	14.272824667808
14559	14.2706305919166
14258	14.2699113404282
8692	14.2504846530984
6852	14.2432906928855
7259	14.2412349883647
18452	14.2310418890627
6543	14.2177658883882
5890	14.208731869035
7534	14.2072844756802
18320	14.1937518570123
5555	14.1935858048276
18836	14.1791877417909
1667	14.1713429258637
5727	14.1620903374688
18659	14.1488680725492
4655	14.1119936738548
3392	14.1104019393941
3400	14.1059339539849
12864	14.0860560816397
14998	14.06436293267
11664	14.0592008586631
7089	14.052197111799
3603	14.036505515982
1338	14.0243123320099
18634	13.9403800785811
5796	13.9326603158588
3586	13.9253896481411
3425	13.9183915298371
5833	13.9002066127805
6614	13.8944423534041
10678	13.8781700085705
11078	13.8697896834446
3428	13.8540612615064
5210	13.8491575243415
13767	13.8474836263584
8301	13.8473008105538
3248	13.823402113335
18894	13.8180894091426
13154	13.7808053649365
173	13.7353725889874
19401	13.7267455791956
1301	13.6944258190685
8449	13.6704488003466
19422	13.6378313727122
7466	13.6367747045736
3687	13.6326663944335
11575	13.587855043293
16382	13.5852113164882
16315	13.5779706421217
4993	13.5576965406538
1067	13.5515681533141
5917	13.5331430389982
11601	13.528532973542
13157	13.5261451278734
13329	13.5128476160785
4832	13.5063924895219
12325	13.4902021266457
5852	13.4835231468042
248	13.4709216328779
10910	13.4531039248417
7683	13.4522584085776
7379	13.4516318911059
18071	13.4233333925862
6741	13.4206842857057
6809	13.4189958420536
16469	13.3999777686009
14024	13.396871617935
12288	13.3825437278734
5761	13.382446229731
14886	13.3727203873722
14260	13.3444973996445
5457	13.3361998391262
4740	13.32370492608
13883	13.3134136253278
7322	13.3032042016501
6184	13.2751956999477
17500	13.2744530806195
11570	13.2666343578465
7876	13.2538462515888
6126	13.2408562938598
16077	13.2383249147176
17634	13.2315550008332
13132	13.230073695404
10201	13.2227024999895
14966	13.2129371999572
3420	13.1907462454006
1254	13.17342038696
16081	13.1704293515459
18895	13.1659041606997
18867	13.1602309516143
3823	13.1532406781522
7470	13.1492628178362
19092	13.1475697571263
5314	13.1455731837904
5112	13.1375751060306
1651	13.1357609497248
3241	13.1355055878767
7537	13.1340398221092
4561	13.1300046430654
4119	13.1156995899871
18758	13.1031797646291
8032	13.0854994231834
2138	13.0848902443496
17903	13.0602869202946
3717	13.0262448178484
2591	13.0142467891336
5277	12.9979365306353
3401	12.9884567754594
3245	12.9864758202228
2173	12.9693385828825
17827	12.9533455902412
14697	12.9297097663751
11417	12.9180821726105
