gene	score
7715	13.7366467482499
3492	13.6500340032821
19148	13.6399314481667
17972	13.5883106891424
4751	13.3353442256511
14742	13.3167852790711
14484	13.0085641389378
2303	12.8121263153713
17140	12.6196832298693
9155	12.6038957249397
2581	12.5020435428042
9812	12.4520874055589
9026	12.3029042144965
2273	12.2630670345921
2302	12.2037327620113
17944	12.2033362039843
3029	12.0609016869656
15310	11.9999451653738
2270	11.8410766504007
16382	11.7918441967497
6672	11.7313125984907
1296	11.7219004080289
236	11.6208706406927
11316	11.5435395278271
10307	11.4693983944551
8882	11.2276492798552
9318	11.2101789375224
9804	11.1951298996198
17009	11.1672685161357
3247	11.1163901952444
9946	11.106919363171
11229	11.089173216316
99	11.0863453558668
18223	11.073574382535
15253	11.038514515369
3103	11.0365579036229
3664	11.0087458874838
17222	10.9814003533623
7350	10.9616097820038
19298	10.92766197122
14931	10.8764518421426
18800	10.8062058631839
5202	10.7967988089326
15623	10.7964242755769
9850	10.7273515021284
7763	10.7266505771423
8804	10.7248706060011
18525	10.6809119168716
14168	10.6718933525017
3564	10.6622254926488
12844	10.6505345990319
5291	10.6400055250502
2208	10.6210073251506
3393	10.6179636039531
2739	10.6145374568128
4291	10.6139086649098
13972	10.6125848685276
18111	10.6032765241276
18740	10.5956126838168
8008	10.5511392421968
3420	10.5285593453809
16272	10.46223926335
13440	10.4549534775119
2310	10.3583784208244
7282	10.3507825875292
15537	10.3285649206791
1378	10.3228024160113
2220	10.3106473025407
4347	10.3104650913832
2168	10.3019575946825
11786	10.2945194658348
11936	10.2935813336542
4970	10.2897167323978
13643	10.2865382394901
2602	10.2555656805997
9781	10.2457472416355
14480	10.1901964042796
18239	10.1679961865165
5692	10.1143431531545
11631	10.0883179081211
7235	10.0874461548166
13588	10.0641356450761
3389	10.0602992369345
6346	10.0332263921802
18661	10.031634420725
13097	10.0186152006495
3545	10.0121168335203
3837	9.99538799447894
3799	9.99215172005876
1978	9.9760940076728
4191	9.97179921786129
5772	9.95038306209278
15237	9.94244348730471
10919	9.92251570516237
13052	9.92001138284143
8220	9.91277109626264
15625	9.91078540656719
11811	9.90783370809423
6019	9.9055782970587
8801	9.89219879029492
14301	9.88594200660903
101	9.88221804650136
19464	9.87987496864977
12055	9.87220443982613
17400	9.86630578842177
7063	9.85530896874089
2552	9.8436856346859
1141	9.83950323695081
5469	9.80277586488809
17011	9.78530017563528
8734	9.73623309601317
2085	9.72656828790413
18515	9.72189206785481
10666	9.68887276946632
8783	9.67166308625668
10658	9.6716024774915
18153	9.67158908970872
17565	9.66272995049501
9039	9.65950284435428
20142	9.65692065804283
3423	9.6503805221441
1664	9.64577067023122
11544	9.63926623753095
9350	9.61686326291088
676	9.6148977316847
17440	9.61314247993039
708	9.60774518431587
16398	9.60550553279364
2713	9.60360613637889
5614	9.56834197043688
12205	9.56565839463979
11098	9.54271212587925
16591	9.52862891287386
482	9.50751191501245
4393	9.50454907302621
12394	9.50396704123075
8860	9.49370234091341
10646	9.46525321547423
15739	9.45729446492146
6240	9.45086928323668
11330	9.44433513381051
5103	9.4413897641228
6066	9.43505613539227
5557	9.43389451794233
7034	9.43322967823934
11183	9.41916397546745
6291	9.40513892833131
15730	9.40129489277344
17683	9.39933380964678
16267	9.39657361388824
2604	9.38115919056536
16349	9.36426802607156
801	9.36057547672656
19321	9.35933628696935
6166	9.34195030477693
1024	9.33644200081291
6130	9.31767163490197
14191	9.30985143191918
14913	9.29786857457236
11799	9.26526904910404
5440	9.26341704236823
5135	9.25340346869502
7852	9.23358334388366
11993	9.23338163309016
16936	9.23185856298238
11087	9.22445111437597
8576	9.21788837009362
12807	9.21463852526267
2842	9.20456084769486
3946	9.20217606647398
19349	9.16854866144499
10189	9.16156187910536
7892	9.15970751098355
2522	9.14981595268233
18355	9.14425244888671
10727	9.12734650996181
8195	9.11817073716328
12657	9.1088242531694
17426	9.09628200904864
3813	9.06403281838285
11168	9.05440989678251
10250	9.05278448434995
6554	9.04150478920787
12208	9.04062194142012
19663	9.03864619321796
14608	9.03618524292039
8274	9.03582570784051
16269	9.02294569931643
9993	9.01641467900531
16287	9.00403220285212
15122	8.98975827869075
14919	8.9786431476229
2154	8.97415666257885
13942	8.9647817342905
798	8.96274675033533
9937	8.95726158509727
10722	8.94761504377061
4661	8.93948470816253
18669	8.93275478045683
3476	8.92939200699263
8019	8.92772588926083
4995	8.90087741844046
5256	8.8941494964295
18374	8.88485431139783
3184	8.86953150222088
62	8.8636464197072
5315	8.86284105594115
18277	8.86248453351815
3192	8.85939998832482
19716	8.85547365722006
7491	8.84479591045534
17	8.83925778368755
17459	8.83892971800138
19842	8.83770478744008
11120	8.83418883726412
12891	8.82447658757606
19226	8.8232258170649
940	8.81669366503122
11315	8.80855291844394
13400	8.80592290605961
5706	8.77697750103722
19983	8.74663862327329
19488	8.73836060209783
8222	8.73476029457779
18570	8.72310787472451
16228	8.72009427508838
19163	8.7189737434704
17257	8.71242781008615
12989	8.71102417841575
18844	8.69875674557774
8216	8.69475826262704
6991	8.69047479923478
13360	8.68961599530097
7101	8.67613388051339
12995	8.67205201611365
9450	8.65978124425875
4397	8.65711703926793
1670	8.65579507192769
597	8.65327139983629
10583	8.64911396794044
19358	8.64568770948015
13533	8.63725276656984
9165	8.63676010185357
3394	8.63577034317168
7948	8.63003194439024
10255	8.62339077150519
7298	8.62138228454663
15492	8.61689130075914
2926	8.61009453557323
17642	8.60870929056444
339	8.60679928603834
18033	8.57993878096817
17704	8.57196459092599
11102	8.56760434124191
7613	8.56198148361156
11141	8.5592606525558
400	8.55842856050016
3744	8.55554011474062
11901	8.55417382668035
2796	8.54948845489832
3201	8.54758894342576
6425	8.54250379679353
15732	8.52804183232601
11449	8.51895279940106
12715	8.5016462867673
1492	8.49935987043056
6939	8.49563861492612
582	8.49504620739906
2012	8.49419264112693
18469	8.49417105945914
19644	8.48607588344636
5843	8.48385969810635
2402	8.48032392744591
46	8.47295426276358
12100	8.47293556071852
12037	8.46396422829245
1749	8.4572037492258
563	8.4569319411299
14601	8.45618564540892
14404	8.45084272411878
9588	8.44378588041735
14147	8.44208751609005
7091	8.43237854933736
7400	8.42970570271729
14461	8.40466183885962
16947	8.39791945607722
13948	8.39199694138561
18936	8.38421320455145
12860	8.38338857943719
8223	8.38248081486269
8693	8.37372537864695
3496	8.37047912428985
7670	8.36312580374633
14155	8.36229444637127
4833	8.3607017204525
13028	8.35992597419743
13694	8.35964640433557
19746	8.35565521178901
10515	8.35486980434004
3343	8.3523649640825
2480	8.34996028855993
19323	8.34289777165083
3462	8.34147492271249
10453	8.3410856768986
18176	8.33758997849851
1251	8.33648766242839
10659	8.33644954904515
19138	8.32743103900962
1136	8.32497571179256
3934	8.31740193576765
16247	8.31147085115848
9030	8.31094891145473
2458	8.30375409247729
13864	8.30223752421696
3818	8.29616840582048
2659	8.29548745870814
701	8.28528198426535
6232	8.27575117319904
4972	8.27288016037427
4376	8.27062783500007
11043	8.26996655481478
10810	8.25553007070126
11677	8.25544141709599
11155	8.24947081792384
8530	8.23573380600717
19051	8.22947635460224
14960	8.20912151484076
11917	8.2063257391219
2305	8.19420721425624
3174	8.19312660818411
11383	8.18555971776427
11527	8.18336027041371
12295	8.17628947202172
14618	8.17398649124155
11083	8.17216531843163
10657	8.16380088696223
11542	8.15758066347082
7642	8.15535400438274
16755	8.15370227778581
3347	8.13544311174483
5281	8.13132283962493
19413	8.1235157006072
13517	8.12195784453535
8217	8.12181970062147
7969	8.11495240761646
9086	8.11221008549826
15488	8.11211373689743
2333	8.10862090234268
16270	8.1056221012468
14413	8.10152240535471
2583	8.10134768977309
16807	8.09507266010012
18373	8.0917792343264
2114	8.08057998890837
2607	8.0786205945432
500	8.07807939036093
9888	8.0780138388947
7510	8.0779602191736
19722	8.07147097959022
11228	8.0707282461301
18225	8.06674759569661
5115	8.06484655184036
14142	8.06156163699783
1418	8.05576240693081
6830	8.05357213863895
18185	8.04676181920952
4443	8.03680895832293
3445	8.03476846831234
2315	8.03216451999009
3416	8.03003141015074
8787	8.02752280011664
10541	8.02213304723097
4937	8.02150644407122
15228	8.02002583186219
9017	8.01604846770204
232	8.01514922890641
4826	8.01336312592809
3599	8.01105020383584
16039	8.01076513627039
15147	8.00990064746237
19929	8.00922025554041
264	8.00344197326724
6060	8.00051282088977
5437	8.00000689924146
195	7.99691238482217
9010	7.99423679253791
8962	7.99370357527994
17312	7.99177298481245
17050	7.98737864934323
14981	7.98580318017393
20090	7.98544573787936
18306	7.98352586561618
14167	7.96649778583352
11775	7.96567302407819
9140	7.96479151285466
49	7.96046275645569
16303	7.95490753568725
17163	7.95138550522684
509	7.94893395525728
15538	7.94418859356325
13329	7.93739060241107
16197	7.93001949190997
19383	7.92920065845748
5326	7.92376257305828
5591	7.92346648933973
13070	7.91990816023968
20130	7.91746505361015
5658	7.90562253464327
17824	7.90227052301536
18522	7.90138328501671
2489	7.89339797175055
5459	7.87028142891616
5753	7.85962789891058
5810	7.85356704504957
5427	7.85311356969935
2110	7.84636949122193
14245	7.84159751972663
6697	7.84020770987749
3582	7.83071041530529
12144	7.82601215929242
10591	7.82226268582503
13646	7.82016795255264
5310	7.81896488013662
3840	7.81742124548648
10459	7.81600890365291
11902	7.81313495819638
6988	7.81168218971792
631	7.80864978472676
5509	7.80340192106519
8328	7.79933254928155
4062	7.79734990244587
13596	7.79605043646263
19699	7.79424880291476
10282	7.79199022347417
17268	7.79144634009416
9064	7.78591249508826
15952	7.78488523057214
9113	7.78144729949057
11085	7.78136148980314
14558	7.78002367135362
19331	7.7766809615843
10802	7.77474988332724
5028	7.77443919185255
9141	7.77394055428268
12816	7.77347750794769
10475	7.77061294316922
19119	7.76415167963838
1132	7.76296810358913
3555	7.75908104995517
16268	7.75295662464685
5669	7.75294003979602
5189	7.75246516638133
9008	7.73997463087077
15323	7.73482448734663
16875	7.72489809472839
7139	7.7247815501775
3708	7.7222645241372
11244	7.72148924325721
11910	7.7122271001403
16629	7.70400559829883
9951	7.70261914766562
5800	7.69998102660812
15932	7.69994397081
19142	7.69493468940875
1507	7.69274889055123
4928	7.69169426278095
373	7.68910542403587
6937	7.68031413425325
1444	7.67165682527375
6400	7.66393562475975
376	7.660836828968
10120	7.65814296674023
10531	7.65691052455618
6163	7.65025448641688
12003	7.64436467059594
7109	7.64343163061734
12029	7.64144372083565
15788	7.64066348793238
4772	7.63896215429635
3762	7.63755352009281
3539	7.63622423785098
1131	7.63536002717484
3901	7.62844999503381
3538	7.62557135147566
19877	7.62467773792047
12158	7.62305356767095
12161	7.6210538673304
15506	7.60784044335887
10712	7.60527659240693
14569	7.60451625610271
15319	7.60181857620508
7509	7.5976447226373
5238	7.59580634254255
19161	7.5952971137341
13138	7.59392191110038
15255	7.57808519172815
1624	7.5711534366722
18896	7.57111780767838
12851	7.56750349791773
7207	7.5661997526748
13652	7.5657127643519
4323	7.56148722959266
3514	7.55890104595551
10410	7.558765376591
3577	7.55732487722309
2850	7.55206603230851
14693	7.5457264064731
17288	7.54079490809468
19827	7.53793491245268
6257	7.52836777881665
16419	7.52685561194148
343	7.52665795491548
2403	7.52482034857842
10627	7.52304036425427
18955	7.52278809521435
5139	7.52036837585355
4181	7.51871568759213
7290	7.51744352466801
3824	7.5169952841834
15306	7.51674294929475
14400	7.5152980815046
10350	7.51381410683042
1298	7.50693383166559
8007	7.50322907794253
16385	7.49974106202721
4976	7.49900278797348
2407	7.49742002849837
276	7.49711975503705
2467	7.49073085307198
1519	7.48896484254217
837	7.48066035351489
835	7.47819105273352
3392	7.47608266548379
13394	7.47178804331607
9816	7.47089450887015
6165	7.47013749287561
8743	7.46313015993458
11985	7.46061626889727
6952	7.45980047151776
1904	7.45725532619387
2730	7.45205451907624
6205	7.4512055940641
6930	7.44733048600672
14980	7.44598829969173
4232	7.44508320813106
6704	7.44503898371657
14324	7.44091039528369
2058	7.43940354530709
17280	7.43914493501539
6592	7.42784687839478
18216	7.42649043000607
18011	7.42493722999823
2138	7.42319562672239
12684	7.41725505575541
12020	7.41468847749584
8563	7.41184579527742
3811	7.40794843758485
11250	7.40750099938001
17012	7.40737051746142
18680	7.40727376647064
